output: Running command: ./bitcoin --p2p 0.0.0.0:6042 --api 0.0.0.0:7149 -c 3.96.129.74:6042 -c 16.170.11.208:6042 --shardId 0 --nodeId 2 --experNumber 0 --shardNum 5 --shardSize 10 --blockSize 2048 --k 6 --eDiff 0000000fffffffffffffffffffffffffffffffffffffffffffffffffffffffff --iDiff 0000000fffffffffffffffffffffffffffffffffffffffffffffffffffffffff
err: [2023-12-30T02:50:55Z INFO  bitcoin] configuration: Configuration { difficulty: 0000..ffff, thredshold: 0000..ffff, block_size: 2048, k: 6, initial_balance: 1000, initial_utxo_num: 3, user_size: 3, num_tx_recv: 3, shard_id: 0, node_id: 2, max_shard_num: 256, shard_num: 5, shard_size: 10, tx_merkle_proof_len: 1, network_delay: 0, exper_number: 0 }
[2023-12-30T04:23:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:23:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:23:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:23:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:23:58Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..9ee4 in shard 0
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..9ee4 in shard 0
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..9ee4
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..9ee4
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..9ee4
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..9ee4
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..9ee4
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:44Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:24:45Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:24:45Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:24:45Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:24:45Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:24:45Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:24:45Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..4ec2
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..4ec2
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..4ec2
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..4ec2
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..4ec2
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..4ec2 in shard 0
[2023-12-30T04:29:56Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..4ec2 in shard 0: insertion fails: Block already exits
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:29:57Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:29:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:29:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:29:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:29:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:29:58Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:29:58Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..410f in shard 0
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..410f in shard 0
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..410f
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..410f
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..410f
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..410f
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..410f
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:10Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:31:11Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:31:11Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:31:11Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:31:11Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:31:11Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:31:11Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..c22c in shard 0
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..c22c in shard 0
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..c22c
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..c22c
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..c22c
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..c22c
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..c22c
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..c22c in shard 0
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..c22c in shard 0
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..c22c in shard 0
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..c22c in shard 0
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:35Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..c22c in shard 0: insertion fails: Block already exits
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:36Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:34:37Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:34:37Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:34:37Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:34:37Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:34:37Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:34:37Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner] mine an inclusive block 00000008e2c01c3c4b0f9fac35cca6f0ce87163815b52c88e278170cf0306487 in shard 0
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner::worker] inter_parents size: 1
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner::worker] inter_parents size: 1
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner::worker] inter_parents size: 1
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner::worker] inter_parents size: 1
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner::worker] inter_parents size: 1
[2023-12-30T04:40:01Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:02Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:03Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:04Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:40:04Z INFO  bitcoin::manifoldchain::network::worker] New inclusive full block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..5fde in shard 0
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..5fde in shard 0
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..5fde in shard 0
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..5fde in shard 0
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..5fde
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..5fde
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..5fde
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..5fde
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..5fde
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..5fde in shard 0: insertion fails: Block already exits
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..5fde in shard 0: insertion fails: Block already exits
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..5fde in shard 0: insertion fails: Block already exits
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..5fde in shard 0: insertion fails: Block already exits
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Reject block 0000..5fde in shard 0: insertion fails: Block already exits
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] Get inclusive blocks
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:34Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:35Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:54:35Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:54:35Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:54:35Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:54:35Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:54:35Z INFO  bitcoin::manifoldchain::blockchain] block get verified
[2023-12-30T04:54:35Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] Coming inclusive blocks
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] Comming block 0000..a83d in shard 0
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] Handling block 0000..a83d in shard 0
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..a83d
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::miner] re-package the block
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..a83d
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..a83d
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..a83d
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] successfully inserting block: 0000..a83d
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
[2023-12-30T04:59:45Z INFO  bitcoin::manifoldchain::network::worker] New inclusive block hash
